,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0, , , , , , , , , , , , , , , ,3, , , , , , , , ,USH00011084, , , , , , , , , , , , ,-9999,-9999,-9999,472,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1891
1, , , , , , , , , , , , ,3,3,3, ,3,3,3,3,3,3,3,3,USH00011084, , , , , , , , , , , , ,44,756,472,-9999,589,1289,1272,1889,2106,2117,1783,1433,1892
2, , , , , , , , , , , , ,3,3,3,3,3,3,3,3,3,3,3,3,USH00011084, , , , , , , , , , , , ,-44,700,483,472,628,1244,1489,1994,2039,1939,1678,894,1893
3, , , , , , , , , , , , ,3,3,3,3,3,3,3,3, , , ,3,USH00011084, , , , , , , ,S, , , , ,611,417,283,306,1017,1061,1306,1450,-9999,-9999,-9999,906,1894
4, , , , , , , , , , , , ,3,3, , ,3,3,3,3,3,3,3,3,USH00011084, , , , , , , , , , , , ,111,-133,-9999,-9999,522,983,1483,1972,2100,2078,1833,694,1895
5, , , , , , , , , , , , ,3,3,3,3,3, ,3,3,3,3,3,3,USH00011084, , , , , , , , , , , , ,233,294,761,33,528,-9999,1806,2000,2078,2072,1556,978,1896
6, , , , , , , , , , , , ,3,3, , ,3,3,3,3,3,3,3,3,USH00011084, , , , , , , , , , , , ,28,661,-9999,-9999,1361,1033,1378,1950,2083,1933,1578,994,1897
7, , , , ,a, , , , , , , , , ,3,3,3,3,3,3,3,3,3,3,USH00011084, , , , , , , , , , , , ,-9999,-9999,772,344,606,1183,1589,1989,2122,2122,1917,1778,1900
8, , ,a, , , , , , ,c, , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-9999,453,498,691,595,939,1437,1932,2025,2149,2103,1373,1926
9, , , ,d, , , , , , , , , , , ,3, , , , , , , , ,USH00011084, , , , , , , , , , , , ,456,1175,1128,278,899,1429,1761,2063,2021,2003,1806,1186,1927
10,b, , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,209,424,-9999,-9999,963,937,1424,1964,2124,2101,-9999,-9999,1928
11, , , , , ,e, , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,156,425,747,-9999,575,755,1492,1663,2086,1877,1910,-9999,1930
12, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,14,117,666,826,262,771,1202,1663,2090,1858,1770,1211,1931
13, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,508,832,332,647,333,899,1386,1926,2175,2158,1873,907,1932
14, , ,a, , , , , ,f, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,582,456,497,634,626,1112,1766,1676,2074,2037,1849,1098,1933
15,a, , ,e, , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,418,168,691,379,595,1266,1574,2047,2167,2100,1604,1305,1934
16, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-9999,335,676,-34,1107,1280,1737,1863,2139,2204,1750,1196,1935
17,a, , , , ,a, , , ,a, , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,383,431,578,464,882,1189,1612,1913,2107,2021,1952,1307,1936
18, , , , , ,a, , , , ,a, , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1251,412,424,270,597,1114,1622,1994,1987,2075,1737,1140,1937
19, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,412,588,625,148,1167,1054,1583,1803,2045,2015,1585,860,1938
20, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,384,711,230,284,757,990,1472,1958,2023,1885,1855,1105,1939
21, , , , , , ,g, , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-326,407,700,620,722,1232,1334,1850,2125,2085,1555,1043,1940
22, , , , , , , , , , , ,a, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-9999,197,600,429,574,1019,1323,1877,2143,2157,1980,1541,1941
23, , , , , , , , , , , ,a, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-2,275,603,460,602,734,1364,2050,2140,2064,1727,1082,1942
24, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,475,349,261,371,655,995,1605,2019,2143,2129,1677,838,1943
25, , , , , ,a,a, , , , ,a, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,249,969,659,352,881,1165,1561,2019,2029,2129,1921,1120,1944
26, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,322,825,577,36,1281,1289,1407,1889,2072,2008,1900,1044,1945
27, , , , , , ,a, , , ,g, , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,450,415,1057,413,925,1214,1621,1845,2119,1995,1757,1063,1946
28, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,785,-66,713,374,505,1244,1516,1872,1806,1996,1776,1445,1947
29,a, ,a, , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-83,705,854,668,1130,1282,1407,1865,2068,1950,1677,827,1948
30, , , , ,c, , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,776,871,355,459,660,1104,1554,1960,2153,2013,1781,1585,1949
31, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1208,592,136,174,605,862,1641,1897,1978,1951,1758,1157,1950
32, , , , , , , , ,a, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,283,420,333,591,924,1017,1296,1948,2081,2120,1934,1263,1951
33, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,860,661,362,365,586,907,1570,1919,2023,2035,1690,552,1952
34, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,384,540,422,453,944,1003,1710,1931,2008,1978,1552,980,1953
35, , , , , , , , , , , ,a, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,390,382,383,124,763,1319,1252,1799,2097,1981,1739,1021,1954
36, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,282,559,598,428,947,1201,1563,1582,2048,2090,1922,890,1955
37, , , ,b, , , ,a, , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,89,862,420,628,730,1074,1639,1805,2054,1919,1594,1180,1956
38, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,701,978,875,186,697,1295,1636,2005,2072,1953,1907,1004,1957
39, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-16,-12,745,202,634,1196,1524,1967,2031,1964,1839,1024,1958
40, ,a, , , , , , , ,a, ,a, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,105,743,452,215,605,1058,1577,1942,2062,2071,1884,1639,1959
41, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,322,247,574,123,386,1126,1296,1789,2094,2052,1850,1194,1960
42, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-56,655,771,519,932,877,1310,1731,1946,1986,1792,821,1961
43, , , , , , , ,a,a, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,232,846,420,215,551,914,1520,1879,2062,1980,1725,1181,1962
44, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,15,2,469,-166,781,1292,1560,1834,1897,1887,1704,883,1963
45, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,208,94,717,594,687,1223,1421,1816,2005,2049,1730,846,1964
46, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,308,397,783,184,758,1299,1277,1789,1969,1956,1831,1011,1965
47, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,163,374,532,311,540,1073,1573,1593,1951,1876,1674,1045,1966
48, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,260,256,322,638,780,1273,1338,1850,1807,1851,1410,616,1967
49, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,100,-147,352,63,355,1119,1353,1777,1895,1891,1495,914,1968
50, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,243,273,226,66,291,1130,1452,1814,2057,1848,1531,1186,1969
51, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,39,13,244,478,636,1242,1355,1784,1921,1992,1723,1183,1970
52, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,441,296,438,1069,480,826,1304,1816,1959,1944,1850,1278,1971
53, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,660,405,711,633,678,1067,1380,1752,1827,1960,1779,1116,1972
54, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,300,173,896,259,1147,1022,1385,1810,2050,1882,1898,1165,1973
55, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1196,361,330,347,1002,973,1599,1629,1905,1898,1698,544,1974
56, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,512,713,700,261,744,1059,1619,1754,1909,1880,1499,1271,1975
57, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-25,569,217,87,1046,913,1358,1755,2001,1880,1730,847,1976
58, , , , ,a, , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-142,42,861,197,943,979,1400,1862,2046,2053,1934,916,1977
59, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-97,-67,822,359,505,988,1525,1896,2116,2055,1901,907,1978
60, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,71,333,274,17,659,1291,1464,1691,2084,1938,1672,670,1979
61,a, , , , , ,b, , , ,a, , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,344,11,528,92,657,826,1417,-9999,2158,2052,1994,980,1980
62, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-248,367,610,264,493,1286,1295,2057,2156,2100,1571,1083,1981
63, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,308,503,933,855,1089,1202,1461,1915,2081,2120,1696,1232,1982
64, , , , ,a, , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,116,480,661,304,587,868,1495,1890,2100,2133,1639,1236,1983
65, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,100,309,519,843,651,1167,1495,1778,2037,2024,1701,1512,1984
66,a, , ,a, , , ,a, , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-144,306,1195,47,940,1118,1618,1996,2095,2140,1761,1564,1985
67,a,a, , , , , , ,b,a, , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,31,631,1278,454,598,789,1559,1915,2089,2014,1897,1160,1986
68, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,175,458,541,581,683,692,1717,1902,2008,2137,1626,432,1987
69,a, ,b,g, , , , ,a, ,a,b, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,167,215,807,173,546,1110,1129,1745,1982,2080,1929,827,1988
70,b,d,g, ,e,e,i,b,d,a,b,f, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,481,528,481,-9999,922,894,1247,1930,2039,1945,1696,842,1989
71,h, ,c,c,a, , ,d,e,b,a,b, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,321,643,459,570,825,873,1327,1603,1959,1974,1582,987,1990
72,f,b,d,c,g,h,c,a,e,a, ,e, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,451,500,47,253,683,1473,1887,1906,2043,1914,1561,856,1991
73,d,d,f,h,h,e,f,d,d,b,c,d, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,26,274,337,258,425,712,1043,1748,1940,1812,1643,851,1992
74,e,f,e,e,e,f,b,g, , ,c,d, , , , , , , , , , , , ,USH00011084, , , , , ,S, , , , , , ,429,30,312,145,258,537,1133,1733,-9999,-9999,1896,1070,1993
75,i,c,c,d,c,e,b,b, ,a,a,f, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,35,452,909,401,375,1062,1364,2036,2067,1960,1620,1261,1994
76,c,b,e,f,c,a,f,e,e, ,b,g, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,296,329,318,74,897,1023,1469,1809,2078,2162,1733,1095,1995
77,h, ,d,a,c,b, , , , ,b,b, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,24,268,415,378,517,760,1535,1924,2086,2013,1749,1102,1996
78,a,a, , ,a,a, ,a, ,b,a, , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,333,473,329,292,1087,760,1377,1830,2150,1968,1713,1034,1997
79,a,c, ,b,a,b,a,a, ,a, ,a, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,354,274,895,631,476,946,1405,1968,2147,2058,2026,1148,1998
80, , ,i,b,b, , , , , , , ,1, , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,456,471,479,39,422,1298,1322,1975,2133,-9999,-9999,-9999,1999
81, , ,b,b,d,b,c,i,h, , ,a, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,402,272,563,-96,605,745,1542,1816,2082,-9999,-9999,801,2000
82,b,a, , ,a,h,a,b,b, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-174,649,686,300,638,1018,1379,1913,2101,2048,1615,759,2001
83,a,b, ,b,e, ,i,b,b, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,301,-49,465,147,523,1291,1629,1863,2036,2006,2036,1671,2002
84, ,a,b, , , ,b, ,i, ,i, , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-240,280,693,-74,-9999,957,1649,1962,2056,2098,1517,1039,2003
85,c, , , ,a, , ,d,b, ,a, , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,115,373,974,159,665,671,1468,1957,2029,1890,1822,1551,2004
86, , , , , , , , ,a,a, , , , , , , , , , , , , , ,USH00011084, , , , , , , , ,O,S,S, ,481,563,942,469,650,996,1480,2129,2470,2501,2198,1237,2005
87,b, , ,b, , , ,a,b,a,c,b, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,869,694,391,308,907,1451,1671,1770,2000,2140,1604,996,2006
88,d, , , , , , ,a,h, ,b, , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,361,64,598,629,597,882,1312,1843,2056,2259,1851,1321,2007
89,b, , , ,b, , , , ,d, , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,258,376,329,551,577,1125,1577,1931,2079,2054,1810,1035,2008
90, , , , , , ,d, ,i, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,245,225,523,444,864,1002,1755,-9999,2005,2054,2028,1381,2009
91, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-50,-41,700,-52,378,861,1778,-9999,-9999,2316,1838,909,2010
92, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,49,470,725,548,865,1228,1380,2098,2230,2129,1736,815,2011
93, , , , , , ,a, , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,546,790,454,636,1247,1238,1642,2002,2223,2183,1833,1150,2012
94,a,a, ,b,a, , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,750,551,630,516,513,1150,1446,2182,2233,2203,2011,1400,2013
95,c,a, , , , , ,e, , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,-72,588,363,625,670,1265,-9999,2095,2066,2126,2008,1183,2014
